User_ID,Age,Income,City_Tier,Device_Type,Traffic_Source,Pages_Viewed,Products_Viewed,Time_On_Site,Previous_Purchases,Discount_Seen,Browser_Version,Campaign_Code,Converted
8309,54.0,58225.50674386074,1,Mobile,Paid Ads,21,20,11.21,5,0,2,3405,0
8310,36.0,80273.11643517349,2,Desktop,Social Media,15,14,15.31,10,0,10,9914,1
8311,36.0,82857.157191469,2,Mobile,Paid Ads,26,27,,2,0,19,1327,0
8312,33.0,93705.80655004416,1,Tablet,Email,11,15,16.35,2,1,2,2244,0
8313,,100665.91539373103,2,Desktop,Paid Ads,2,2,15.23,6,1,13,2885,1
8314,47.0,75085.08956685952,1,Mobile,Organic,23,22,10.34,3,0,21,8754,0
8315,31.0,91151.07786773118,1,Mobile,Organic,17,13,21.46,2,1,23,8795,0
8316,48.0,46337.54835046633,1,Desktop,Referral,18,13,38.04,5,0,6,1778,1
8317,65.0,,1,Mobile,Paid Ads,4,1,,4,0,1,2052,0
8318,,74987.13007163988,3,Desktop,Organic,5,4,5.25,2,1,24,5301,0
8319,21.0,40198.085856748934,1,Mobile,Organic,19,17,3.95,2,0,15,9965,1
8320,,38835.11762019587,1,Mobile,Paid Ads,26,26,7.6,1,0,24,4727,1
8321,65.0,63530.08588046783,1,Desktop,Paid Ads,26,28,22.79,1,1,23,1617,1
8322,,87084.25856353682,3,Mobile,Paid Ads,9,7,11.75,3,1,11,4382,0
8323,28.0,59109.57155170604,1,Mobile,Organic,6,6,15.32,3,0,6,7570,0
8324,56.0,109904.14585075126,2,Mobile,Organic,9,9,11.99,2,0,22,9239,1
8325,26.0,90038.35646051193,1,Mobile,Organic,4,7,,4,1,13,6149,0
8326,43.0,36331.736091724706,2,Mobile,Referral,25,20,13.18,0,0,20,6929,1
8327,,60750.59167085938,3,Mobile,Paid Ads,24,28,,2,1,12,8273,0
8328,39.0,67751.70785968892,2,Mobile,Referral,29,26,3.83,3,1,24,3566,1
8329,20.0,35007.978358977605,3,Tablet,Referral,29,26,14.36,1,1,17,7335,0
8330,55.0,,3,Mobile,Paid Ads,22,22,14.91,1,0,20,4651,1
8331,28.0,,2,Mobile,Referral,16,16,5.46,3,0,24,9936,0
8332,44.0,49832.59735142169,1,Mobile,Paid Ads,23,25,4.86,2,0,23,2216,1
8333,61.0,80985.06717660138,2,Tablet,Email,12,10,9.46,3,1,1,5404,1
8334,62.0,50167.27279118151,3,Tablet,Referral,3,1,,1,0,18,3160,0
8335,60.0,80989.64135608672,3,Mobile,Email,13,10,12.42,3,1,23,3147,0
8336,53.0,92366.27881695364,2,Mobile,Referral,13,6,,0,1,19,2219,0
8337,44.0,61227.81180293554,2,Mobile,Email,11,11,,8,1,19,7615,1
8338,59.0,37342.36052054861,2,Mobile,Referral,19,16,17.79,1,0,10,5704,1
8339,28.0,78461.45803111885,1,Mobile,Paid Ads,21,22,20.98,4,0,18,4303,0
8340,50.0,,3,Tablet,Paid Ads,1,1,10.33,3,1,12,5889,0
8341,33.0,23847.906361955764,3,Desktop,Email,23,26,15.99,2,0,6,3960,1
8342,50.0,64635.340440535096,2,Desktop,Paid Ads,30,35,22.86,3,0,18,8478,1
8343,55.0,62283.435553355775,2,Mobile,Paid Ads,29,28,,1,1,11,9915,0
8344,,66169.29818198863,3,Mobile,Organic,13,12,15.86,3,0,20,6496,0
8345,54.0,89102.87740046898,2,Desktop,Organic,23,21,,0,0,6,5785,1
8346,,65082.44868626367,2,Mobile,Referral,11,12,6.63,2,1,16,3939,1
8347,36.0,90258.88667759053,3,Desktop,Organic,27,30,6.77,4,1,24,6472,0
8348,60.0,79031.96836677846,2,Mobile,Organic,8,10,5.83,3,0,24,1365,0
8349,,86539.22913866518,1,Desktop,Organic,29,26,30.94,6,0,5,9639,0
8350,33.0,23180.075563844068,2,Tablet,Paid Ads,5,2,16.09,4,0,16,6087,0
8351,,90678.91187936813,3,Mobile,Organic,19,19,19.86,3,1,4,9351,0
8352,23.0,82795.99677486,2,Mobile,Organic,6,1,6.26,3,0,20,7662,0
8353,60.0,62038.664095709675,2,Mobile,Social Media,23,24,21.48,4,0,17,8816,1
8354,19.0,84638.42897077702,2,Mobile,Email,12,10,12.13,2,0,17,7000,0
8355,20.0,94601.00522585571,2,Mobile,Social Media,25,28,13.2,2,0,20,6977,0
8356,25.0,58099.07761192124,3,Mobile,Paid Ads,22,27,17.34,1,1,22,7190,1
8357,34.0,86956.63493634821,2,Desktop,Organic,27,25,8.0,2,1,14,4125,1
8358,35.0,12000.0,1,Tablet,Email,11,10,19.3,2,0,9,3472,0
8359,,94876.5019635589,3,Mobile,Organic,14,17,19.87,4,1,24,8388,0
8360,24.0,65397.05267811913,2,Desktop,Social Media,23,19,9.35,3,0,13,5664,0
8361,27.0,45244.014571201675,1,Desktop,Organic,28,27,15.89,3,0,20,5235,1
8362,31.0,33979.30014159311,3,Mobile,Email,21,19,19.19,3,1,22,4068,0
8363,64.0,49966.312726544005,1,Desktop,Social Media,26,22,,4,0,4,4883,0
8364,48.0,19749.265866404057,1,Mobile,Referral,23,20,10.72,3,1,12,1076,1
8365,52.0,102850.00382523949,2,Desktop,Social Media,7,10,6.83,3,1,21,6205,1
8366,,76729.6021878831,3,Desktop,Referral,18,19,11.66,1,1,13,4345,0
8367,51.0,30054.259073062538,3,Mobile,Organic,4,4,,4,0,19,6019,0
8368,43.0,35817.69722956211,2,Mobile,Organic,5,4,,2,1,9,3590,1
8369,54.0,84351.00625396663,3,Mobile,Paid Ads,15,17,11.14,1,0,11,7492,0
8370,59.0,116993.66108192819,3,Mobile,Social Media,12,18,27.2,4,0,10,9953,0
8371,51.0,86300.79565908981,3,Desktop,Referral,28,22,28.99,4,1,4,3585,0
8372,25.0,65786.70213985757,2,Mobile,Paid Ads,26,22,12.81,3,0,23,1765,0
8373,33.0,109753.40731125587,3,Desktop,Social Media,4,1,18.98,3,0,10,4793,0
8374,18.0,67743.53162431723,3,Mobile,Organic,23,25,3.2,1,0,19,6942,0
8375,57.0,59863.32030044918,2,Mobile,Social Media,17,19,7.02,6,1,3,9626,1
8376,,51933.06359159766,1,Desktop,Organic,22,17,8.57,5,0,22,6819,0
8377,49.0,77211.67445088645,3,Mobile,Organic,14,18,17.02,5,1,1,4633,1
8378,19.0,51637.456119557326,3,Mobile,Organic,23,27,7.01,1,1,24,3375,0
8379,48.0,94694.72261347514,1,Mobile,Paid Ads,7,9,9.38,1,0,9,7935,0
8380,51.0,89080.65141936234,2,Mobile,Referral,23,19,10.35,2,1,12,2338,1
8381,62.0,84237.45136970373,3,Desktop,Organic,30,31,12.25,5,1,17,1342,1
8382,48.0,101374.9842156654,1,Mobile,Email,13,12,9.33,1,1,1,3466,1
8383,33.0,54130.403179863984,2,Mobile,Paid Ads,8,8,2.72,2,0,14,2733,0
8384,,44730.32697961823,3,Mobile,Email,26,23,,3,0,24,3546,0
8385,58.0,38325.91613088283,3,Desktop,Organic,2,1,8.88,2,0,3,9111,1
8386,51.0,42071.467376246845,2,Mobile,Referral,20,14,,4,1,22,1624,1
8387,29.0,58758.09877112537,1,Mobile,Social Media,9,10,13.14,4,1,24,4334,0
8388,52.0,116553.38334035614,2,Mobile,Social Media,16,15,,2,1,12,2553,1
8389,35.0,137925.9960063821,2,Tablet,Organic,23,23,15.78,3,0,24,4320,1
8390,42.0,14305.880746650117,1,Mobile,Referral,9,5,,4,1,10,9049,0
8391,,44237.44247304578,3,Mobile,Paid Ads,24,29,,4,1,8,9786,0
8392,,67129.53509679488,2,Mobile,Organic,27,27,,1,1,15,8293,0
8393,47.0,,2,Mobile,Paid Ads,6,10,10.85,3,1,12,4614,0
8394,27.0,62077.639389810145,3,Mobile,Referral,8,8,8.81,2,0,18,7870,0
8395,,66604.70006403577,3,Mobile,Social Media,6,8,7.4,2,0,3,3035,0
8396,57.0,44094.22034757861,1,Desktop,Organic,23,24,,2,1,9,9204,1
8397,39.0,73868.08866523903,1,Desktop,Paid Ads,1,1,22.29,2,1,19,1592,0
8398,49.0,52356.13769105527,2,Mobile,Paid Ads,2,1,,5,1,23,5045,0
8399,21.0,37535.319444062305,2,Tablet,Email,29,26,20.46,3,0,22,2161,0
8400,20.0,62351.00548553223,2,Tablet,Social Media,9,13,9.44,0,1,12,4260,0
8401,27.0,74626.01595245629,1,Mobile,Social Media,4,2,16.59,1,1,21,7419,0
8402,56.0,66905.89601360018,2,Mobile,Email,24,28,14.33,3,1,6,6123,0
8403,58.0,42325.88922918502,2,Mobile,Social Media,11,10,11.57,1,1,17,1691,0
8404,44.0,115773.04472520103,2,Mobile,Referral,14,13,8.4,5,0,3,2814,1
8405,57.0,,3,Mobile,Organic,1,1,15.8,1,1,22,9288,1
8406,30.0,81344.73710749563,3,Desktop,Organic,25,27,3.53,4,0,15,1199,1
8407,23.0,79354.12819549323,3,Desktop,Organic,3,1,35.14,4,1,12,5251,0
8408,63.0,57618.06740149468,2,Mobile,Social Media,10,3,10.2,1,0,15,1515,0
8409,20.0,62546.3875552291,1,Desktop,Paid Ads,12,12,9.28,7,1,13,6566,1
8410,48.0,,1,Mobile,Referral,6,5,223.61,5,1,4,3507,1
8411,21.0,63768.700383047515,1,Mobile,Paid Ads,23,24,15.42,2,1,18,3432,0
8412,37.0,103124.18528859262,3,Mobile,Social Media,23,19,8.98,5,1,11,2968,0
8413,63.0,22371.48207793534,3,Mobile,Email,2,1,19.67,9,1,18,9170,0
8414,56.0,74847.78458640627,2,Tablet,Paid Ads,25,27,13.99,3,0,6,1940,1
8415,33.0,85614.19736151489,2,Mobile,Email,25,29,18.64,4,0,15,9173,1
8416,44.0,45450.00917212329,1,Mobile,Paid Ads,27,30,4.58,2,1,7,6128,1
8417,34.0,88663.01677328623,3,Mobile,Paid Ads,20,14,9.23,3,0,20,1384,0
8418,,,2,Mobile,Paid Ads,7,4,6.89,3,1,3,7025,0
8419,39.0,56297.29032362926,2,Mobile,Referral,8,6,10.51,4,1,12,8809,0
8420,,57629.33673267216,1,Desktop,Paid Ads,1,5,5.81,6,1,10,9118,0
8421,19.0,66177.59678529209,2,Tablet,Social Media,13,10,,4,0,2,2938,1
8422,,,1,Mobile,Organic,8,6,26.7,5,0,12,7930,0
8423,39.0,64145.408272140776,2,Mobile,Paid Ads,4,7,12.05,5,1,17,6703,0
8424,24.0,61409.29734796284,1,Desktop,Paid Ads,11,9,15.77,2,0,15,9519,1
8425,38.0,80558.96428425367,2,Tablet,Paid Ads,23,18,22.28,4,1,7,4003,0
8426,46.0,60555.74943629602,2,Mobile,Referral,15,11,7.25,1,0,3,2274,0
8427,42.0,60030.841083195475,2,Mobile,Referral,4,2,9.05,2,1,23,2812,1
8428,36.0,35499.582093350866,2,Mobile,Social Media,8,5,6.16,4,0,2,8211,0
8429,47.0,92328.817676092,2,Mobile,Social Media,17,15,15.52,2,1,20,5446,0
8430,40.0,94385.85420538513,2,Mobile,Social Media,5,4,9.51,0,1,24,6716,0
8431,33.0,115997.6165096173,2,Desktop,Referral,23,20,21.38,2,0,7,7576,0
8432,,77788.58209444076,2,Desktop,Social Media,18,13,10.05,2,1,20,7542,0
8433,47.0,73964.3600810842,3,Mobile,Email,9,11,,3,1,15,7197,0
8434,24.0,60078.04580765531,2,Mobile,Organic,14,14,17.83,7,0,4,8571,0
8435,20.0,65887.519239452,1,Desktop,Email,26,32,17.49,2,0,2,7180,0
8436,,81222.68169644655,3,Tablet,Paid Ads,9,10,9.2,3,1,23,7437,1
8437,25.0,41323.43418159128,3,Mobile,Paid Ads,7,7,,4,0,6,9242,0
8438,55.0,99260.88991159754,1,Mobile,Social Media,30,25,7.89,2,1,16,9724,1
8439,,12378.244265075962,3,Mobile,Paid Ads,24,26,,4,0,20,2430,1
8440,25.0,96026.99312772413,2,Mobile,Organic,17,16,18.62,2,0,5,1992,0
8441,58.0,57361.33421575148,3,Desktop,Organic,4,1,14.27,4,0,12,1284,0
8442,,97819.1171920521,2,Mobile,Paid Ads,6,7,13.52,2,0,3,8474,0
8443,46.0,71074.14592771624,2,Desktop,Paid Ads,7,8,,3,1,11,6346,0
8444,42.0,68940.60329871674,3,Desktop,Email,15,8,,5,1,4,1782,1
8445,39.0,87405.82877835276,2,Desktop,Referral,10,6,12.07,5,1,6,2978,0
8446,61.0,68935.78330516015,1,Mobile,Social Media,25,25,6.52,5,0,23,1536,0
8447,36.0,92932.15998622842,1,Tablet,Social Media,3,1,3.72,4,0,7,5098,0
8448,36.0,102631.53738025225,3,Desktop,Organic,4,1,9.28,1,0,20,4248,0
8449,38.0,,1,Mobile,Referral,13,11,8.71,4,0,4,6103,0
8450,,46622.91711827612,1,Mobile,Organic,20,19,14.44,1,1,20,2284,0
8451,38.0,63540.1527468226,2,Mobile,Paid Ads,13,19,8.05,3,0,3,5271,1
8452,19.0,33439.79345391542,2,Mobile,Paid Ads,27,28,,1,1,22,7417,1
8453,30.0,,3,Mobile,Email,16,15,2.16,3,1,8,5813,1
8454,29.0,49442.69291043502,1,Tablet,Organic,14,10,7.29,2,1,1,6294,0
8455,,,3,Tablet,Email,19,20,13.56,2,1,18,8211,1
8456,18.0,48196.10619334286,1,Desktop,Referral,20,19,22.63,3,1,15,9662,1
8457,33.0,,2,Desktop,Referral,29,34,,0,1,18,2404,0
8458,,33887.40088273887,2,Mobile,Paid Ads,11,17,6.69,1,1,24,4928,0
8459,29.0,29689.193735308414,2,Mobile,Organic,5,3,7.09,5,1,19,4006,0
8460,32.0,132456.4768395796,2,Desktop,Referral,11,9,21.09,3,0,21,9570,1
8461,58.0,,2,Mobile,Referral,5,7,,4,0,19,6291,1
8462,37.0,60670.231742750955,3,Mobile,Paid Ads,2,1,19.12,5,1,15,7622,0
8463,45.0,86352.43598635776,1,Mobile,Paid Ads,22,19,237.21,1,0,1,8839,1
8464,26.0,97769.7634340623,1,Mobile,Paid Ads,23,24,4.87,7,0,12,7745,1
8465,55.0,77424.03307753631,1,Tablet,Referral,27,23,6.05,3,1,3,6505,1
8466,43.0,86689.05306118415,2,Mobile,Paid Ads,27,21,20.75,1,0,24,4607,1
8467,,66768.58306702053,2,Desktop,Referral,17,16,7.29,1,0,2,6030,0
8468,49.0,39956.9154411513,3,Mobile,Organic,4,7,8.3,3,0,9,3180,0
8469,50.0,64266.8252857893,1,Mobile,Social Media,16,16,13.18,3,0,15,9964,1
8470,34.0,,2,Mobile,Paid Ads,30,29,17.47,2,1,14,6281,1
8471,24.0,71764.71031314768,1,Mobile,Paid Ads,24,24,12.03,3,0,5,2755,1
8472,30.0,,3,Mobile,Organic,19,16,19.65,0,1,15,1250,0
8473,35.0,63822.57335127156,1,Mobile,Organic,24,17,,3,0,6,2408,0
8474,51.0,114138.69750392422,1,Desktop,Paid Ads,22,17,6.47,3,0,8,7740,0
8475,50.0,44094.31057583265,2,Mobile,Social Media,20,24,9.07,5,0,13,9124,1
8476,56.0,60056.38644215699,2,Mobile,Paid Ads,17,19,21.2,4,0,1,3612,1
8477,54.0,156970.03272266104,1,Mobile,Social Media,22,23,10.95,1,1,22,9921,0
8478,36.0,97012.48980439003,2,Desktop,Paid Ads,4,3,12.38,1,1,3,1944,0
8479,,56727.96733278985,3,Mobile,Paid Ads,15,19,,2,0,11,7995,0
8480,51.0,67568.70489515077,1,Mobile,Social Media,24,23,11.58,5,1,19,3005,0
8481,28.0,81044.08342345894,1,Desktop,Social Media,19,16,6.37,6,1,15,9870,0
8482,,28505.396848234566,3,Mobile,Referral,8,4,,2,0,15,5175,0
8483,53.0,31340.762940121254,1,Mobile,Paid Ads,25,29,4.37,6,1,23,2933,1
8484,49.0,109989.49537899144,2,Mobile,Organic,27,26,20.44,1,0,10,8558,0
8485,34.0,57040.20608916808,1,Desktop,Paid Ads,28,29,5.95,1,0,8,2577,0
8486,57.0,52900.98325569929,2,Tablet,Referral,28,23,,3,0,4,6197,0
8487,26.0,50617.576862738846,2,Mobile,Organic,20,17,8.18,6,0,2,5795,0
8488,65.0,44744.28024967715,1,Mobile,Paid Ads,8,13,7.67,4,1,1,9743,0
8489,41.0,97370.49811234049,1,Desktop,Organic,5,2,7.6,3,1,19,8111,0
8490,41.0,89038.78647306268,2,Mobile,Paid Ads,1,2,24.19,4,1,7,8624,0
8491,59.0,42829.40895684179,3,Mobile,Paid Ads,2,1,12.11,4,1,18,1815,0
8492,64.0,51099.118761120335,3,Mobile,Paid Ads,6,4,,3,0,2,3700,0
8493,47.0,41606.67721047756,3,Desktop,Organic,15,17,10.05,4,1,12,4256,0
8494,25.0,52252.797913631104,1,Mobile,Organic,25,17,,3,1,9,8093,0
8495,58.0,,2,Desktop,Paid Ads,5,1,16.6,2,0,5,3076,0
8496,44.0,74030.32055391968,2,Mobile,Organic,16,14,19.02,3,0,3,8674,1
8497,49.0,115534.03761403415,1,Tablet,Paid Ads,23,26,5.17,5,0,2,1185,0
8498,,124461.67884617993,1,Desktop,Social Media,25,23,10.13,2,0,23,9743,1
8499,,42270.319630039594,3,Mobile,Organic,15,8,,3,0,12,4152,0
8500,,70897.86779015213,2,Mobile,Paid Ads,14,16,16.62,4,0,9,4473,0
8501,35.0,45568.32068639278,1,Mobile,Social Media,29,30,17.33,4,1,3,7333,1
8502,19.0,50513.91498718948,1,Desktop,Organic,17,11,6.63,0,0,13,2065,0
8503,27.0,78509.73992844463,2,Desktop,Email,20,17,13.03,2,0,7,6879,1
8504,65.0,102817.82991143956,2,Mobile,Referral,17,13,11.92,1,1,12,6945,0
8505,52.0,92702.85352659755,2,Mobile,Email,1,1,4.95,3,1,9,1505,0
8506,24.0,60160.246593464566,1,Tablet,Organic,19,21,,0,1,1,1416,0
8507,25.0,38980.104668288186,3,Mobile,Paid Ads,25,21,8.94,4,1,11,5730,0
8508,23.0,,2,Mobile,Organic,3,1,,0,1,14,2010,0
8509,32.0,87150.02936382862,1,Mobile,Paid Ads,29,28,17.57,2,0,1,2392,0
8510,56.0,61427.226077205414,2,Mobile,Organic,17,19,24.54,4,1,20,2306,1
8511,31.0,31605.065860556344,1,Tablet,Organic,20,18,10.07,4,1,1,9322,0
8512,58.0,87561.447110972,2,Mobile,Social Media,18,18,4.48,1,1,16,6169,0
8513,29.0,60327.197233843704,1,Mobile,Organic,23,25,7.76,2,1,19,7897,0
8514,36.0,31425.39610025978,3,Mobile,Social Media,26,31,11.89,3,0,7,9212,1
8515,,111446.31305395682,1,Desktop,Email,4,5,,4,1,21,4975,0
8516,46.0,68731.06076400723,2,Mobile,Social Media,28,32,9.13,1,1,8,1216,1
8517,57.0,91549.20372513353,1,Mobile,Paid Ads,7,11,11.06,1,1,18,7274,0
8518,56.0,90310.8238117786,1,Desktop,Referral,8,7,19.49,6,1,17,3307,0
8519,35.0,119420.55541307593,3,Mobile,Paid Ads,4,4,10.65,3,1,7,6801,0
8520,,73227.89728175083,3,Desktop,Organic,14,17,7.01,1,0,14,8231,0
8521,36.0,71629.11184072967,2,Mobile,Organic,30,30,5.47,1,0,17,4286,0
8522,25.0,19396.067776825228,2,Mobile,Referral,12,10,,3,0,15,2381,1
8523,48.0,14391.660053587082,2,Mobile,Referral,17,17,10.73,4,0,9,8639,0
8524,52.0,74097.97477892072,2,Mobile,Organic,1,1,9.45,3,0,24,6216,0
8525,46.0,81068.11918194994,2,Tablet,Referral,30,33,9.73,2,1,16,3475,1
8526,41.0,67889.95241995963,3,Mobile,Social Media,17,16,18.51,2,0,12,1002,0
8527,23.0,73219.18269278105,3,Mobile,Paid Ads,2,5,6.97,4,1,19,8361,0
8528,62.0,,3,Desktop,Organic,1,5,,5,0,21,9515,0
8529,52.0,40004.707339149405,3,Desktop,Paid Ads,3,1,,2,1,19,8494,0
8530,,79586.354072714,2,Mobile,Social Media,22,19,8.77,5,1,4,4528,0
8531,62.0,101375.20305975054,2,Mobile,Social Media,4,7,4.01,3,0,13,9572,0
8532,21.0,,1,Mobile,Email,14,9,10.64,4,0,23,2968,0
8533,50.0,108900.84089066017,2,Tablet,Paid Ads,2,3,3.7,7,1,3,4162,0
8534,64.0,76247.9711825502,2,Mobile,Social Media,23,24,8.83,6,1,14,9514,0
8535,,82170.88107192601,1,Desktop,Organic,8,10,4.96,4,0,24,7489,0
8536,63.0,72460.64087443158,3,Mobile,Organic,22,25,8.95,2,0,2,6839,1
8537,,,2,Tablet,Paid Ads,16,15,,2,1,11,2010,0
8538,22.0,,1,Tablet,Social Media,17,16,8.44,3,1,7,6111,0
8539,37.0,50958.24602498198,3,Desktop,Social Media,8,12,5.96,4,0,12,2384,0
8540,27.0,91747.25208274725,2,Mobile,Paid Ads,28,23,13.1,2,1,15,7340,0
8541,36.0,78796.93270548459,3,Mobile,Social Media,13,16,9.44,2,1,7,8566,0
8542,22.0,69742.07661129672,2,Mobile,Organic,20,18,15.24,2,1,22,9499,0
8543,,63393.14166252568,3,Desktop,Email,5,2,7.67,0,0,7,9068,0
8544,41.0,67942.35774356515,2,Mobile,Social Media,8,5,6.04,3,0,10,7729,0
8545,45.0,,2,Mobile,Organic,26,30,8.15,8,0,16,1398,1
8546,23.0,77231.5556305327,2,Desktop,Email,15,17,6.75,0,1,9,8086,0
8547,55.0,79175.55136943182,2,Mobile,Organic,4,1,,3,0,4,9740,0
8548,58.0,78343.85199165622,2,Tablet,Paid Ads,5,7,,2,0,17,3673,0
8549,,70257.98884791834,1,Desktop,Referral,17,11,8.45,2,0,10,2943,0
8550,35.0,42923.36698037998,1,Desktop,Paid Ads,30,28,,4,1,6,7705,0
8551,35.0,45534.96789718866,2,Mobile,Referral,5,8,9.79,1,0,8,2995,0
8552,49.0,120262.12808812615,1,Mobile,Organic,5,1,7.32,4,1,12,6707,0
8553,63.0,48535.64103602702,2,Desktop,Social Media,10,8,25.25,2,0,3,7483,0
8554,45.0,46173.93310691111,2,Desktop,Paid Ads,27,25,,2,1,13,2786,0
8555,48.0,82368.88212382898,2,Mobile,Organic,19,17,4.21,4,1,23,9981,0
8556,63.0,47598.934907909555,2,Desktop,Referral,10,8,5.53,4,0,21,4216,0
8557,,76318.43325881897,3,Tablet,Email,26,24,17.18,2,1,3,9257,0
8558,58.0,87131.87952215286,2,Mobile,Social Media,26,28,7.92,1,1,22,3863,0
8559,32.0,96661.18172053831,2,Mobile,Paid Ads,2,6,24.64,6,1,3,4553,1
8560,,79304.18219873999,3,Desktop,Paid Ads,18,18,18.56,3,0,14,8184,0
8561,41.0,111806.74302052634,2,Mobile,Social Media,19,20,20.47,1,1,22,7342,1
8562,18.0,62629.414617113165,2,Mobile,Referral,25,20,14.22,5,0,18,4491,1
8563,25.0,82583.79929573281,2,Tablet,Email,2,1,18.98,6,1,14,8552,0
8564,37.0,43681.69820175549,1,Mobile,Organic,8,10,14.05,1,1,10,3204,0
8565,33.0,51612.46364123836,3,Mobile,Paid Ads,28,30,8.77,1,0,2,7509,1
8566,49.0,107905.39763421017,3,Mobile,Referral,6,1,7.0,5,1,14,5772,1
8567,,120156.02213809935,3,Mobile,Referral,17,14,30.36,1,0,5,3168,1
8568,39.0,28737.21380165509,2,Desktop,Paid Ads,22,23,17.45,3,1,13,9833,1
8569,,106440.12486017327,1,Desktop,Paid Ads,10,10,,1,0,5,3587,0
8570,,61624.986167672076,3,Tablet,Organic,27,26,15.55,1,1,23,2216,0
8571,57.0,63992.59548551895,1,Mobile,Paid Ads,25,32,9.51,2,1,3,7958,0
8572,27.0,89624.34810388307,1,Mobile,Referral,12,11,2.6,0,0,12,7564,0
8573,39.0,90171.296751775,3,Mobile,Organic,29,30,5.28,5,1,9,3581,0
8574,49.0,67754.21373887945,2,Mobile,Organic,18,18,15.91,3,0,2,9388,0
8575,65.0,12000.0,2,Mobile,Social Media,5,2,7.69,2,0,23,4776,0
8576,18.0,75120.53403913173,1,Desktop,Organic,11,10,20.96,0,1,24,3464,0
8577,34.0,57367.63504305559,2,Mobile,Referral,19,23,7.61,6,1,5,7896,0
8578,42.0,56268.566332621005,2,Desktop,Paid Ads,17,20,26.3,0,0,24,8029,0
8579,31.0,77055.24660310007,2,Mobile,Email,29,34,9.83,2,1,20,9549,0
8580,36.0,107294.51636341962,2,Mobile,Paid Ads,1,3,8.26,2,1,14,8182,0
8581,29.0,105259.4422204099,1,Tablet,Organic,23,19,11.87,3,1,19,5884,1
8582,23.0,55007.489460412384,1,Desktop,Email,9,15,13.99,2,0,24,3097,0
8583,,73214.41655643393,2,Desktop,Paid Ads,2,2,4.49,1,0,9,2785,0
8584,55.0,,3,Mobile,Organic,3,3,20.21,2,0,20,4123,0
8585,46.0,70191.73392578796,3,Tablet,Paid Ads,12,6,12.76,3,0,18,1518,1
8586,49.0,68711.43727482347,2,Tablet,Organic,29,32,31.92,3,1,12,3875,1
8587,22.0,102203.04863261021,2,Desktop,Organic,21,21,,3,0,5,2703,1
8588,61.0,92425.46920616196,1,Desktop,Email,1,1,14.91,7,1,1,9500,0
8589,55.0,69426.71039238686,3,Mobile,Referral,5,5,,2,0,21,4046,0
8590,52.0,,2,Mobile,Paid Ads,29,29,10.78,1,1,3,5964,1
8591,58.0,43844.38028403999,1,Mobile,Paid Ads,1,1,7.6,1,0,20,3245,0
8592,58.0,,2,Desktop,Paid Ads,12,13,11.46,5,1,16,1227,1
8593,59.0,,1,Mobile,Organic,8,7,3.44,3,1,1,1258,0
8594,,84066.23513634023,2,Mobile,Paid Ads,11,11,8.82,4,1,16,1589,1
8595,41.0,43399.31678255841,2,Mobile,Paid Ads,26,25,13.94,4,1,10,4095,1
8596,32.0,59576.47292401755,2,Mobile,Organic,27,21,,3,0,16,4557,0
8597,64.0,104951.10007334883,1,Mobile,Organic,27,33,6.73,2,0,7,1497,1
8598,47.0,57260.957460684964,1,Mobile,Social Media,13,13,10.81,3,0,2,1929,0
8599,19.0,70343.49744692934,3,Mobile,Organic,3,7,11.41,3,1,14,6602,0
8600,54.0,62119.73391997512,3,Tablet,Social Media,22,25,8.63,3,0,23,2714,1
8601,46.0,74687.31974450526,1,Mobile,Social Media,20,22,18.93,2,1,20,4441,0
8602,50.0,115477.56633837843,2,Mobile,Social Media,25,29,,3,1,21,4652,0
8603,34.0,56625.02912143937,2,Mobile,Referral,8,6,9.28,0,0,20,8995,0
8604,,96250.6852760348,2,Desktop,Paid Ads,24,25,12.46,1,1,16,2820,0
8605,25.0,14627.066725656674,2,Mobile,Email,18,15,,2,1,10,6774,0
8606,,63179.43066649767,1,Mobile,Social Media,15,16,9.07,1,0,1,9529,0
8607,,63627.156043673385,1,Mobile,Referral,13,12,11.22,4,1,24,8163,0
8608,65.0,78299.7553876015,1,Tablet,Organic,25,23,28.93,6,0,8,2799,1
8609,,73314.57275270902,2,Mobile,Paid Ads,1,1,9.31,6,0,5,4030,0
8610,40.0,95638.21039238629,2,Mobile,Paid Ads,9,12,2.39,3,0,7,9315,0
8611,29.0,86445.18383109942,1,Mobile,Paid Ads,21,24,7.91,4,0,5,5086,1
8612,51.0,79153.86692406853,3,Desktop,Paid Ads,7,8,4.51,0,0,20,9764,0
8613,63.0,61405.70316815709,2,Mobile,Referral,7,12,8.79,2,0,16,3281,0
8614,27.0,83071.33470499062,3,Desktop,Social Media,10,14,13.34,3,1,2,2722,0
8615,,89639.92052404856,2,Tablet,Email,19,16,4.22,8,1,17,2976,1
8616,,80093.38343039974,2,Mobile,Social Media,18,20,,5,0,23,3728,0
8617,24.0,77023.32259680165,1,Mobile,Paid Ads,21,18,12.03,4,0,22,5431,0
8618,57.0,83325.33294196459,2,Desktop,Organic,28,29,4.45,5,0,6,9563,1
8619,,71107.14298564702,2,Mobile,Social Media,25,29,,2,1,24,6577,0
8620,31.0,66559.12145648302,2,Mobile,Social Media,21,25,22.78,2,0,15,3217,0
8621,36.0,46519.627435329494,2,Mobile,Organic,17,15,21.88,5,1,16,2123,0
